Title,RQ1 Year,RQ2 Venue,RQ3 VenueType,RQ3 PaperType,RQ4 MDETask,RQ4 SubCategoryOfModelGeneration,RQ5 SEActivity,RQ5 SETask,RQ6 ModelingLanguage,RQ6 ModelType,RQ7 ApplicationDomain,RQ8 FoundationLLMFamiliy,RQ9 Prompt-engineering,RQ10 EnhancementTechnique,RQ10 EnhancedLLM,RQ11 Integration,RQ12 InteractionPattern,RQ13 EffectivenessMetric,RQ13 TimeCostMetric,RQ13 ResourceCostMetric,RQ14 Baseline,RQ15 EvaluationSubjectType,RQ15 SourceCodeLink,RQ15 PromptLink,RQ15 EnhancedLLMLink,RQ15 EvaluationSubjectLink
Exploring the use of large language models in domain-specific language development: an experience report,2025,"Joint Proceedings of the STAF 2025 Workshops: OCL, OOPSLE, LLM4SE, ICMM, AgileMDE, AI4DPS, and TTC",Workshop,Proposed method,Model generation,DSL development,Software Engineering Models and Methods,N/A,DSL,DSM,General,Claude,Zero-shot+Chain-of-thought,No,N/A,No,No,No,No,No,No,Closed,No,No,N/A,No
MAO: A Framework for Process Model Generation With Multi-Agent Orchestration,2025,IEEE Transactions on Services Computing,Journal,Proposed method,Model generation,Standard language每based modeling,Unspecified context,N/A,BPMN,Process,General,[GPT; DeepSeek],Few-shot+Chain-of-thought+Role,Multi-agent,[GPT; DeepSeek],No,No,Model distance[Sem; Correctness; True; Quant; obj]; Rating[Sem; Correctness; True; Qual; subj],Total task duration,Monetary cost,[LLM-based; Rule-based],Open,1https://anonymous.4open.science/r/MAO-1074,No,N/A,"https://github.com/camunda/bpmn-for-research;
https://www.omg.org/spec/BPMN/2.0"
AdmPModeler: Modeling Administrative Processes Using Large Language Models. A Case Study,2025,International Conference on Electronic Government,Conference,Proposed method,Model generation,Standard language每based modeling,Unspecified context,N/A,BPMN,Process,Public administration,GPT,Zero-shot+Prompt Chaining+Role,No,N/A,No,No,Accuracy[Sem; Correctness; True; Quant; obj],No,No,No,Industrial - open,No,No,N/A,"https://environment.ec.europa.eu/law-and-governance/environmental-assessments/environmental-impact-assessment_en;
https://environment.ec.europa.eu/law-and-governance/environmental-assessments/strategic-environmental-assessment_en;
https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=oj%3AJOL_2008_312_R_0003_01"
A Framework for LLM-Based Conceptual Modeling: Application to BPMN Collaboration Diagrams,2025,"Companion Proceedings of International Conference on Conceptual Modeling: Industrial Track, ER Forum, 8th SCME, Doctoral Consortium, Tutorials, Project Exhibitions, Posters and Demos",Workshop,Proposed method,Model generation,Standard language每based modeling,Unspecified context,N/A,BPMN,Collaboration,General,GPT,Few-shot+Role+Iterative(Tool)+Iterative(Human),No,N/A,[S3 checker~\cite{corradini2020correctness}; vPAV~\cite{schneid2021data}],Feedback-based refinement,% of correct outputs[Syn; Correctness; False; Quant; obj]; % of models conforming to semantic constraints[Sem; Correctness; False; Quant; obj]; Rating[Sem; Correctness; True; Qual; subj]; Rating[Sem; Completeness; True; Qual; subj]; Relevance rating[Sem; Hallucination; True; Qual; subj],No,No,LLM-based,Closed,No,No,N/A,No
Incremental Synchronization of BPMN Models and Documentations by Leveraging Structural Algorithms and LLMs,2025,International Conference on Cooperative Information Systems,Conference,Proposed method,Model analysis,N/A,Software Engineering Models and Methods,N/A,BPMN,Process,General,GPT,Zero-shot+Role,No,N/A,No,No,No,Inference/generation time; Total task duration,No,LLM-based,Closed,No,No,N/A,No
LLM-Driven MDA Pipeline for Generating UML Class Diagrams and Code,2025,IEEE Access,Journal,Proposed method,Model generation; Model-based code generation,Standard language每based modeling,"Software Design; 
Software Construction","Model-Based Design; 
Coding",UML,Class,General,[BERT; XLNet; MiniLM; Electra],Unspecified,Fine-tuning; No,[BERT; XLNet; MiniLM; Electra]; N/A,\cite{charatan2022python},Manual editing,Precision[Sem; Correctness; True; Quant; obj]; Recall[Sem; Completeness; True; Quant; obj]; F-measure[Sem; Correctness+Completeness; True; Quant; obj]; % of correct outputs[Syn; Correctness; False; Quant; obj],No,No,LLM-based,Closed,No,No,No,No
Assisting Stakeholders in Class Diagram Interpretation with LLMs: a Work in Progress,2025,International Requirements Engineering Conference Workshops,Workshop,Benchmarking and evaluation,Model comprehension,N/A,Software Engineering Models and Methods,N/A,UML,Class,General,GPT,Zero-shot,No,N/A,[StarUML; Draw.io; ModeLLER],No,No,No,No,No,Industrial - closed,No,No,N/A,No
"Evaluating large language models on business process modeling: framework, benchmark, and self-improvement analysis",2025,Software and Systems Modeling,Journal,Benchmarking and evaluation,Model generation,Standard language每based modeling; Formal process modeling,Unspecified context,N/A,BPMN; Petri Net,Process,General,[GPT; Gemini; Claude; Mistral; LLaMA; Qwen; WizardLM],Few-shot+Role+Negative+Iterative(Human)+Iterative(Tool),No,N/A,ProMoAI,Feedback-based refinement,Token-based fitness[Sem; Completeness; True; Quant; obj]; ET-Conformance precision[Sem; Correctness; True; Quant; obj],Inference/generation time,No,No,Open,No,No,N/A,https://github.com/humam-kourani/EvaluatingLLMsProcessModeling
How LLMs Aid in Domain Modeling: Opportunities and Challenges,2025,IEEE International Conference on Software Services Engineering,Conference,Proposed method,Model generation,Domain-specific modeling,Unspecified context,N/A,DSL,DSM,General,Qwen,[Zero-shot; Few-shot],Fine-tuning,Qwen,No,No,F-measure[Sem; Correctness+Completeness; True; Quant; obj]; Rating[Sem; Correctness; True; Qual; subj],No,No,No,Closed,No,No,No,No
Rethinking Learning: The Role of Unlearning in Generative AI-Based Conceptual Modeling,2025,International Conference on Conceptual Modeling,Conference,New idea or vision,Model generation,Unspecified,Unspecified context,N/A,Unspecified,Unspecified,General,Unspecified,Unspecified,Unlearning,N/A,No,No,No,No,No,No,No,No,No,No,No
Generating SysML Behavior Models via Large Language Models: an Empirical Study,2025,International Conference on Internetware,Conference,Benchmarking and evaluation,Model generation,Standard language每based modeling,Unspecified context,N/A,SysML v1,Activity; State Machine; Sequence,General,[GPT; Kimi; Claude; LLaMA; DeepSeek],Role+Few-shot+Iterative(Tool),RAG,[GPT; Kimi; Claude; LLaMA; DeepSeek],PlantUML,No,% of hallucinated elements[Sem; Hallucination; True; Quant; obj]; F-measure[Sem; Correctness+Completeness; True; Quant; obj]; Accuracy[Syn; Correctness; True; Quant; obj],Inference/generation time,No,No,Open,No,No,N/A,https://drive.google.com/drive/folders/10eo8KDqlBlkQZxPpPCB7R3-aBQZ7Rsm6
Large Language Model坼based Generation of Use Case Diagrams from Requirement Specifications,2025,INCOSE International Symposium,Conference,Proposed method,Model generation,Standard language每based modeling,Software Requirements,Requirement Specification,SysML v1,Use Case,General,GPT,Zero-shot+Few-shot,Multi-agent,GPT,No,No,Rating[Sem; Correctness; True; Qual; subj],No,No,No,Industrial - closed,No,No,N/A,No
LLM-Assisted Requirements Engineering in Agile MDD: Industry Insights and Validation,2025,International Requirements Engineering Conference,Conference,Proposed method,Model generation,Data modeling,Software Requirements; Software Requirements; Software Design,Requirement Analysis; Requirement Specification; Model-based Design,DSL,Data,General,GPT,Zero-shot+Role+Chain-of-thought,No,N/A,PlantUML,No,Rating[Sem; Correctness; True; Qual; subj],No,No,No,Industrial - closed,No,https://zenodo.org/records/15754874,N/A,No
Extracting Information from System Model as Graph Structure by Large Language Model in MBSE,2025,INCOSE International Symposium,Conference,Proposed method,Model query generation,N/A,Software Engineering Models and Methods,N/A,SysML v1,Unspecified,General,Claude,Few-shot,RAG,Claude,Cameo Systems Modeler,No,No,No,No,No,Closed,No,No,N/A,No
Towards Threat Modeling with Large Language Models - Automating Domain-Specific Language Creation in Meta Attack Language (MAL),2025,International Conference on Conceptual Modeling,Conference,Proposed method,Model generation,DSL development,Software Engineering Models and Methods,N/A,DSL,DSM,General,Gemini,Unspecified,RAG,Gemini,No,No,# of syntactic errors[Syn; Correctness; False; Quant; obj]; # of unsatisfied requirements[Sem; Correctness; True; Quant; obj]; Precision[Sem; Correctness; True; Quant; obj]; Recall[Sem; Completeness; True; Quant; obj]; F-measure[Sem; Correctness+Completeness; True; Quant; obj],Total task duration,No,LLM-based,Closed,No,No,N/A,No
"Towards LLM Agents for Model-Based Engineering: A Case in Transformation Selection
",2025,System Analysis and Modelling conference,Conference,Proposed method,Model transformation,N/A,Software Engineering Models and Methods,N/A,Unspecified,Unspecified,General,LLaMA,Few-shot+Chain-of-thought+Role,No,N/A,No,No,No,No,No,LLM-based,Open,https://zenodo.org/records/16418428,No,N/A,https://zenodo.org/records/16418428
An Automated Diagram Generator of Reference Solutions for Modeling Educators,2025,Euromicro Conference on Software Engineering and Advanced Applications,Conference,Proposed method,Model generation,Standard language每based modeling,Unspecified context,N/A,UML,Class,Education,DeepSeek,Unspecified,No,N/A,Apollon,No,Euclidean distance[Sem; Correctness; True; Quant; obj],No,No,No,Open,No,https://doi.org/10.6084/m9.figshare.28574861,N/A,https://doi.org/10.6084/m9.figshare.28574861
Bridging Models and Language: An Encoder-Decoder Approach for Automated Architectural Documentation with LLMs,2025,IEEE International Conference on Emerging Technologies and Factory Automation,Conference,Proposed method,Model analysis,N/A,Software Engineering Models and Methods,N/A,UML,Unspecified,General,GPT,Few-shot,No,N/A,No,No,Structural similarity[Sem; Correctness; True; Quant; obj]; Behavioral similarity[Sem; Correctness; True; Quant; obj],No,No,No,Closed,No,https://github.com/hsu-aut/uml2text,N/A,No
Preliminary Study of DSL Code Generation for Robotics with LLMs,2025,Annual Conference Towards Autonomous Robotic Systems,Conference,Benchmarking and evaluation,Model generation,Domain-specific modeling,Software Engineering Models and Methods,N/A,DSL,DSM,Robotic,LLaMA,Zero-shot; Few-shot,No,N/A,No,No,Rating[Syn; Correctness; False; Qual; subj]; Rating[Sem; Correctness; True; Qual; subj]; Rating[Sem; Consistency; True; Qual; subj]; Rating[Sem; Hallucination; True; Qual; subj],Inference/generation time,No,No,Industrial - open,No,https://github.com/albiferro99/TAROS25-Paper74,N/A,https://github.com/albiferro99/TAROS25-Paper74
AUG: an Interactive Tool for Clarifying and Generating UML Models Based on Large Language Models,2025,"International Conference on Software Quality, Reliability and Security",Conference,Proposed method,Model generation,Standard language每based modeling,Software Requirements,Requirement Specification,UML,Class; Use Case; Sequence,General,GLM,Iterative(Human),Fine-tuning,GLM,No,Feedback-based refinement,Precision[Sem; Correctness; True; Quant; obj]; Recall[Sem; Completeness; True; Quant; obj]; F-measure[Sem; Correctness+Completeness; True; Quant; obj],No,No,LLM-based,Open,https://github.com/XIAOLingQ/AUG,No,No,https://github.com/XIAOLingQ/AUG
From Text to DSL: Evaluating Grammar-Based Model Generation Using Open LLMs,2025,"New Trends in Intelligent Software Methodologies, Tools and Techniques",Conference,Benchmarking and evaluation,Model generation,Domain-specific modeling,Software Engineering Models and Methods,N/A,DSL,DSM,General,[GraniteMoE; OLMo; LLaMA; StableLM; Qwen; Phi; Gemma; Mistral; DeepSeek],Few-shot+Role+Iterative(Tool),No,N/A,No,No,Rating[Sem; Correctness; True; Qual; subj]; Rating[Sem; Completeness; True; Qual; subj]; Advanced features rating[Sem; Correctness; True; Qual; subj],No,No,No,Closed,https://github.com/baberjunaid/LLM_DSL_Evaluation,No,N/A,No
Investigating the Role of LLMs Hyperparameter Tuning and Prompt Engineering to Support Domain Modeling,2025,Euromicro Conference on Software Engineering and Advanced Applications,Conference,Proposed method,Model generation,Standard language每based modeling,Unspecified context,N/A,Ecore,DSM,General,LLaMA,Zero-shot; Few-shot; Few-shot+Chain-of-thought,No,N/A,Eclipse Modeling Framework,No,Cosine similarity[Syn; Correctness; True; Quant; obj]; BERTScore[Sem; Correctness; True; Quant; obj],No,No,No,Closed,No,No,N/A,No
Accurate and Consistent Graph Model Generation from Text with Large Language Models,2025,International Conference on Model Driven Engineering Languages and Systems,Conference,Proposed method,Model generation,Domain-specifc modeling; Taxonomy construction,Unspecified context,N/A,DSL,DSM; Taxonomy,General,[GPT; LLaMA],Few-shot+Self-Consistency,No,N/A,Mermaid.js,No,Soft precision[Sem; Correctness; True; Quant; obj]; Soft recall[Sem; Completeness; True; Quant; obj]; Soft F-measure[Sem; Correctness+Completeness; True; Quant; obj]; Accuracy[Sem; Correctness; True; Quant; obj]; % of models conforming to semantic constraints[Sem; Correctness; False; Quant; obj]; Success rate[Syn; Correctness; False; Quant; obj],No,No,LLM-based,Open,https://github.com/20001LastOrder/LLM-AbsCon,No,N/A,https://github.com/20001LastOrder/LLM-AbsCon
Towards Diagram-Based Data Model Generation with LLMs,2025,International Conference on Conceptual Modeling,Conference,Proposed method,Model generation,Domain-specifc modeling,Unspecified context,N/A,DSL,DSM,General,Mistral,Few-shot+Chain-of-thought,[RAG; Multi-agent],Mistral,Eclipse Sirius Web,No,# of unnecessary elements[Sem; Complexity; True; Quant; obj]; # of specific elements[Sem; Complexity; False; Quant; obj],No,No,No,Closed,No,No,N/A,No
Towards the LLM-Based Generation of Formal Specifications from Natural-Language Contracts: Early Experiments with Symboleo,2025,IEEE/ACM Requirements Engineering for AI-powered SoftwarE,Conference,Proposed method,Model generation,Domain-specific modeling,Software Engineering Models and Methods,N/A,DSL,DSM,General,[GPT; LLaMA; Claude; Mistral; Gemini],Zero-shot; Few-shot,No,N/A,No,No,# of incorrect elements[Sem; Correctness; True; Quant; obj]; # of missing elements[Sem; Completeness; True; Quant; obj]; # of unnecessary elements[Sem; Complexity; True; Quant; obj]; # of hallucinated elements[Sem; Hallucination; True; Quant; obj]; # of syntactic errors[Syn; Correctness; False; Quant; obj],No,No,No,Closed,No,No,N/A,No
Multi-driven and LLM-assisted Analytical Modeling: Evaluation in an Industrial Case,2025,"Companion Proceedings of International Conference on Conceptual Modeling: Industrial Track, ER Forum, 8th SCME, Doctoral Consortium, Tutorials, Project Exhibitions, Posters and Demos",Workshop,Proposed method,Model generation,Data modeling,Software Design,Model-Based Design,DSL,Data,General,GPT,Zero-shot+Prompt Chaining,No,N/A,No,No,No,No,No,No,Industrial - closed,No,No,N/A,No
"MCeT: Behavioral Model Correctness Evaluation using Large Language Models
",2025,International Conference on Model Driven Engineering Languages and Systems,Conference,Proposed method,Model analysis,N/A,Software Engineering Models and Methods,N/A,UML,Sequence,General,[GPT; DeepSeek],Few-shot+Chain-of-thought+Prompt Chaining+Self-consistency,No,N/A,PlantUML,No,No,Total task duration,Token consumption,LLM-based,Industrial - open,https://github.com/Huawei-TTE/MCeT,https://github.com/Huawei-TTE/MCeT,N/A,https://github.com/Huawei-TTE/MCeT
"Prompt-Guided Evaluation of GPT-4o, Gemini and DeepSeek on UML-to-Java Code Generation",2025,International Conference on Conceptual Modeling,Conference,Benchmarking and evaluation,Model-based code generation,N/A,Software Construction,Coding,UML,Class,General,[GPT; Gemini; DeepSeek],Zero-shot,No,N/A,PlantUML,No,No,Total task duration,No,No,Closed,https://github.com/MiguelEscobarP/compare_llm,No,N/A,No
"UML Sequence Diagram Generation: A Multi-Model, Multi-Domain Evaluation",2025,International Conference on Software Engineering: Software Engineering in Practice,Conference,Benchmarking and evaluation,Model generation,Standard language每based modeling,Unspecified context,N/A,UML,Sequence,General,[GPT; Mistral; LLaMA],Zero-shot,No,N/A,[PlantUML; PlantText],No,% of correct elements[Sem; Correctness; True; Quant; obj]; % of correct elements[Syn; Correctness; False; Quant; obj]; % of covered elements[Sem; Completeness; True; Quant; obj]; Clarity rate[Sem; Human-centric; True; Quant; obj]; Readability rating[Sem; Human-centric; True; Qual; subj],No,No,No,Industrial - closed,No,No,N/A,No
Towards Class Diagram Generation from User Stories Using LLMs,2025,International Conference on Next Generation Information System Engineering,Conference,Proposed method,Model generation,Standard language每based modeling,Unspecified context,N/A,UML,Class,General,GPT,Zero-shot,No,N/A,PlantUML,No,No,No,No,No,Open,No,No,N/A,https://zenodo.org/records/4121935
A Student-Centric Evaluation Survey to Explore the Impact of LLMs on UML Modeling,2025,Information,Journal,Benchmarking and evaluation,Model generation,Standard language每based modeling,Unspecified context,N/A,UML,Class; Deployment; Use Case; Sequence,General,GPT,Zero-shot,No,N/A,PlantUML,No,% of covered elements[Sem; Completeness; True; Quant; obj]; % of satisfied constraints[Sem+Syn; Correctness; False; Quant; obj],No,No,No,Closed,No,No,N/A,No
LLM-Assisted Relational Concept Analysis for Class Model Restructuring,2025,International Joint Conference on Conceptual Knowledge Structures,Conference,Proposed method,Model restructuring,N/A,Software Engineering Models and Methods,N/A,UML,Class,General,[Gemini; Grok; ChatGPT; Claude; DeepSeek; Phind],Few-shot+Chain-of-thought+Role,No,N/A,[FCA4J~\cite{gutierrez2022fca4j}; PlantUML; PlantText],No,No,No,No,No,Open; Industrial - open,No,https://gite.lirmm.fr/fca4j/companion-data-for-rca-uml-llm,N/A,https://gite.lirmm.fr/fca4j/companion-data-for-rca-uml-llm
Model Deepening with Large Language Models: Insights from Exploratory Studies with ChatGPT,2025,Advances in Conceptual Modeling,Workshop,Proposed method,Model restructuring,N/A,Software Engineering Models and Methods,N/A,FMMLx,FMMLx,General,GPT,Chain-of-thought,Knowledge base,GPT,XModelerML,No,No,No,No,No,Open,No,https://www.wi-inf.uni-due.de/LE4MM/AutoMLM/,N/A,https://www.wi-inf.uni-due.de/LE4MM/AutoMLM/
Teaching LLMs Non-Functional Requirements Modeling: A Grammar and RAG Approach,2025,International Conference on Software Services Engineering,Conference,Proposed method,Model generation,Goal modeling,Software Requirements,Requirement Specification,SIG,SIG,General,GPT,Zero-shot,RAG,GPT,No,No,% of correct elements[Sem; Correctness; True; Quant; obj]; % of correct elements[Syn; Correctness; False; Quant; obj]; Cohesion[Sem; Complexity; False; Quant; obj],No,No,LLM-based,Closed,https://github.com/AlShomar/NFR-Modeling-with-LLMs,No,N/A,No
Multi-modal Summarization in Model-Based Engineering: Automotive Software Development Case Study,2025,Intelligent Systems Conference,Conference,Benchmarking and evaluation,Model comprehension,N/A,Software Engineering Models and Methods,N/A,UML,Class,General,[Grok; Pixtral; Claude; Gemini; GPT; InternVL; Qwen],Zero-shot,No,N/A,No,No,No,No,No,No,Closed,No,No,N/A,No
Structured Extraction and BPMN Generation From Chinese Procedural Texts via Hybrid Attention-Based Domain Language Models,2025,IEEE Access,Journal,Proposed method,Model generation,Standard language每based modeling,Unspecified context,N/A,BPMN,Process,Electric Power Industry,LLaMA,Unspecified,[Pre-training; Fine-tuning],LLaMA,No,No,Precision[Sem; Correctness; True; Quant; obj]; Recall[Sem; Completeness; True; Quant; obj]; F-measure[Sem; Correctness+Completeness; True; Quant; obj],No,No,LLM-based,Industrial - closed,No,No,No,No
Dynamic Prompt-Based Framework for Pragmatic Quality Improvement in Business Process Models,2025,IEEE Access,Journal,Proposed method,Model completion,N/A,Software Engineering Models and Methods,N/A,BPMN,Process,General,GPT,Few-shot,No,N/A,No,No,Cosine similarity[Sem; Correctness; True; Quant; obj],No,No,No,Open,https://github.com/SarahayadAOU/MutuallyExclusive,No,N/A,https://huggingface.co/datasets/AyadSarah/MutuallyExclusive
Faithful Narratives from Complex Conceptual Models: Should Modelers or Large Language Models Simplify Causal Maps?,2025,Machine Learning and Knowledge Extraction,Journal,Proposed method,Model comprehension,N/A,Software Engineering Models and Methods,N/A,DSL,Causal,General,[GPT; BART; T5; LED],Unspecified,No,N/A,\cite{gandee2024combining},No,No,No,No,No,Open,https://doi.org/10.5281/zenodo.15660803,No,N/A,https://doi.org/10.5281/zenodo.15660803
Utilizing the Structure of Process Models for Guided Generation of Explanatory Texts,2025,International Conference on Case-Based Reasoning,Conference,Proposed method,Model comprehension,N/A,Software Engineering Models and Methods,N/A,BPMN,Process,General,LLaMA,Zero-shot,RAG,LLaMA,No,No,No,No,No,No,Closed,No,No,N/A,No
Reimagining Business Processes with Large Language Models,2025,"Annual Computers, Software, and Applications Conference",Conference,Proposed method,Model generation,Standard language每based modeling,Unspecified context,N/A,BPMN,Process,General,Qwen,Few-shot+Role+Tree-of-Thoughts,RAG,Qwen,bpmn.js,Manual editing,Precision[Sem; Correctness; True; Quant; obj]; Recall[Sem; Completeness; True; Quant; obj]; F-measure[Sem; Correctness+Completeness; True; Quant; obj]; Accuracy[Sem; Correctness; True; Quant; obj],No,No,No,Closed,No, https://tinyurl.com/BPMPROMPTS,N/A,No
Complex Flowchart Text Generation Based on Large Language Models,2025,"International Conference on Neural Networks, Information and Communication Engineering",Conference,Proposed method,Model comprehension,N/A,Software Engineering Models and Methods,N/A,DSL,Flowchart,General,[Qwen; GLM; TeleChat],Least-to-Most,No,N/A,Mermaid.js,No,No,No,No,LLM-based,Closed,No,No,N/A,No
Model-Driven Development Using LLMs: The Case of ChatGPT,2025,International Conference on Evaluation of Novel Approaches to Software Engineering,Conference,Benchmarking and evaluation,Model comprehension; Model-based code generation,N/A,Software Construction,Coding,BPMN; ER,ER; Process,General,GPT,Zero-shot; Zero-shot+Prompt chaining+Iterative(Human),No,N/A,No,Manual editing; Feedback-based refinement,No,No,No,No,Closed,No,No,N/A,No
Unified modeling language code generation from diagram images using multimodal large language models,2025,Machine Learning with Applications,Journal,Proposed method,Model recognition,N/A,Software Engineering Models and Methods,N/A,UML,Activity; Sequence,General,LLaVA,Unspecified,Fine-tuning,LLaVA,PlantUML,No,BLEU[Syn; Correctness; True; Quant; obj]; SSIM (Structural similarity index measure)[Syn; Correctness; True; Quant; obj]; Error rate[Syn; Correctness; False; Quant; obj],Training effort; Inference/generation time,No,LLM-based,Open; Closed,No,No,No,https://zenodo.org/records/15103682
Code and Test Generation for I4.0 State Machines with LLM-based Diagram Recognition,2025,International Conference on Factory Communication Systems,Conference,Proposed method,Model recognition; Model-based code generation; Model-based test generation,N/A,Software Construction; Software Testing,Coding; Test Design and Implementation,Unspecified,State Machine,General,[GPT; Claude; LLaMA],Zero-shot; Few-shot,No,N/A,No,No,# of missing elements[Sem; Completeness; True; Quant; obj]; # of hallucinated elements[Sem; Hallucination; True; Quant; obj],No,No,No,Open,https://zenodo.org/records/14730727,No,N/A,https://zenodo.org/records/14730727
A Novel Pipeline for Automatic UML Sequence Diagram Synthesis and Multimodal Scoring,2025,International Conference on Intelligent Systems and Data Science,Conference,Proposed method,"Model synthesis;
Model analysis",N/A,Unspecified context,N/A,UML,Sequence,General,[LLaMA; DeepSeek; Qwen; Aya],Chain-of-thought+Prompt Chaining,No,N/A,PlantUML,No,Success rate[Syn; Correctness; False; Quant; obj],No,No,No,Closed,No,No,N/A,No
Automating Software Diagram Generation with Large Language Models,2025,International Conference on Knowledge-Based and Intelligent Information & Engineering Systems,Conference,Proposed method,Model generation,Standard language每based modeling,Unspecified context,N/A,UML; DSL,Class; Use Case; Sequence; Architecture; C4 context,General,[Zephyr; LLaMA; Phi; Gemini],Zero-shot+Iterative(Human),No,N/A,Mermaid.js,Feedback-based refinement,Rating[Sem+Syn; Correctness; False; Qual; subj],No,No,No,Closed,No,No,N/A,No
Large Process Models: A Vision for Business Process Management in the Age of Generative AI,2025,KI - K邦nstliche Intelligenz,Journal,New idea or vision,"Model generation;
Model query generation;
Model completion;
Model analysis",Unspecified,Unspecified context,N/A,Unspecified,Process,General,Unspecified,Unspecified,Fine-tuning,N/A,No,Unspecified,No,No,No,No,No,No,No,No,No
Automated Software Architecture Design Recovery from Source Code Using LLMs,2025,European Conference on Software Architecture,Conference,Benchmarking and evaluation,Model-driven reverse engineering,N/A,Software Maintenance,Reverse Engineering,UML,Class,General,[GPT; Gemini; Claude; Mistral],Zero-shot+Role+Emotion+Self-Refine,No,N/A,PlantUML,No,# of missing elements[Sem; Completeness; True; Quant; obj]; # of hallucinated elements[Sem; Hallucination; True; Quant; obj]; # of incorrect elements[Sem; Correctness; True; Quant; obj],No,No,No,Open,No,https://tinyurl.com/4cy9s9nt,N/A,https://tinyurl.com/4cy9s9nt
LLM Support for Domain Experts in Enterprise Modeling: Experiences and Implications,2025,International Conference on Business Informatics Research,Conference,Benchmarking and evaluation,Model generation,Enterprise modeling,Unspecified context,N/A,4EM,DSM; Process,General,GPT,Zero-shot+Prompt Chaining+Role,No,N/A,No,No,No,No,No,No,Open,No,https://zenodo.org/records/15768586,N/A,https://zenodo.org/records/15768586
Using (Not-so) Large Language Models to Generate Simulation Models in a Formal DSL: A Study on Reaction Networks,2025,ACM Transactions on Modeling and Computer Simulation,Journal,Proposed method,Model generation,Domain-specific modeling,Software Engineering Models and Methods,N/A,DSL,DSM,General,Mistral,Few-shot,Fine-tuning,Mistral,\cite{geng2023grammar},No,Accuracy[Sem; Correctness; True; Quant; obj],No,No,[LLM-based; Rule-based],Open,https://zenodo.org/records/16967398,No,No,https://zenodo.org/records/16967398
