Author,Title,Year,DOI,Link,Type,Venue,
"Mazeika, Donatas; Butleris, Rimantas",MBSEsec: Model-Based Systems Engineering Method for Creating Secure Systems,2020,10.3390/app10072574,,J,APPLIED SCIENCES-BASEL,
Shen Y.; Han J.; Zheng X.; Ai B.; Yang Y.; Xiao D.; Zheng L.; Sheng Z.,"Rosemary leaf extract inhibits glycation, breast cancer proliferation, and diabetes risks",2020,10.3390/app10072249,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083568329&doi=10.3390%2fapp10072249&partnerID=40&md5=bd556c0c71f6cbf0ac4607f43dea1ba6,Article,Applied Sciences (Switzerland),
Chhaya B.; Jafer S.,Simulation-based and formal verification of domain-specific language model,2020,10.2514/6.2020-0897,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091910775&doi=10.2514%2f6.2020-0897&partnerID=40&md5=e4dc796d8a8beaa8200195d35334b074,Conference paper,AIAA Scitech 2020 Forum,
Hossain M.I.; Shafiullah M.; Abido M.,Induction motor speed control employing lm-nn based adaptive pi controller,2020,10.24084/repqj18.239,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091648034&doi=10.24084%2frepqj18.239&partnerID=40&md5=66ea1706430aa8061959e51b719cc4ea,Article,Renewable Energy and Power Quality Journal,
Patkar G.S.; Anjaneyulu G.S.G.N.; Chandra Mouli P.V.S.S.R.,Execution of UML-based oil palm fruit harvester algorithm: Novel approach,2020,10.1504/IJCAET.2020.103842,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076133183&doi=10.1504%2fIJCAET.2020.103842&partnerID=40&md5=1f0794dd5f0869bd0eb063ce02d716e3,Article,International Journal of Computer Aided Engineering and Technology,
Elsayed M.; Elkashef N.; Hassan Y.F.,Mapping UML sequence diagram into the web ontology language OWL,2020,10.14569/IJACSA.2020.0110542,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085750191&doi=10.14569%2fIJACSA.2020.0110542&partnerID=40&md5=ceb5d3f54d4d43b4dd6784b09889fd29,Article,International Journal of Advanced Computer Science and Applications,
"Vaghi, Cristina; Rodallec, Anne; Fanciullino, Raphaelle; Ciccolini, Joseph; Mochel, Jonathan P.; Mastri, Michalis; Poignard, Clair; Ebos, John M. L.; Benzekry, Sebastien",Population modeling of tumor growth curves and the reduced Gompertz model improve prediction of the age of experimental tumors,2020,10.1371/journal.pcbi.1007178,,J,PLOS COMPUTATIONAL BIOLOGY,
"Lamjahdi, Aicha; Bouloiz, Hafida; Gallab, Maryam",Toward a model to apprehend the complexity of manufacturing firm's overall performance,2020,10.1177/1847979020901982,,J,INTERNATIONAL JOURNAL OF ENGINEERING BUSINESS MANAGEMENT,
Vu T.M.; Buckley C.; Bai H.; Nielsen A.; Probst C.; Brennan A.; Shuper P.; Strong M.; Purshouse R.C.; Andrea M.,Multiobjective Genetic Programming Can Improve the Explanatory Capabilities of Mechanism-Based Models of Social Systems,2020,10.1155/2020/8923197,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086866013&doi=10.1155%2f2020%2f8923197&partnerID=40&md5=9c5a9c1340feb2fbbe091aeb966793ba,Article,Complexity,
Wang J.; Huang Z.; Huang X.; Zhu Y.; Wang F.,Multiclock Constraint System Modelling and Verification for Ensuring Cooperative Autonomous Driving Safety,2020,10.1155/2020/8830752,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098080722&doi=10.1155%2f2020%2f8830752&partnerID=40&md5=6b89d424a53dd0d5197a01b939304bf7,Article,Journal of Advanced Transportation,
"Galani, Borris R. T.; Owona, Brice A.; Chuisseu, Dieudonne P. D.; Machewere, Esaie; Ngantchouko, Claude B. N.; Moundipa, Paul F.",Hepatoprotective Activity of Leptadenia hastata (Asclepiadaceae) on Acetaminophen-Induced Toxicity in Mice: In Vivo Study and Characterization of Bioactive Compounds through Molecular Docking Approaches,2020,10.1155/2020/3807234,,J,BIOMED RESEARCH INTERNATIONAL,
Ali Q.U.A.; Kolovos D.; Barmpis K.,Efficiently querying large-scale heterogeneous models,2020,10.1145/3417990.3420207,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096743616&doi=10.1145%2f3417990.3420207&partnerID=40&md5=52dec10cb9596b514491e62442fb5284,Conference paper,"Proceedings - 23rd ACM/IEEE International Conference on Model Driven Engineering Languages and Systems, MODELS-C 2020 - Companion Proceedings",
Shrestha S.L.,Automatic generation of simulink models to find bugs in a cyber-physical system tool chain using deep learning,2020,10.1145/3377812.3382163,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094137072&doi=10.1145%2f3377812.3382163&partnerID=40&md5=37ce53a377683be56555c8087ad4f1a6,Conference paper,Proceedings - International Conference on Software Engineering,
Mottaghizadeh P.; Jabbari F.; Brouwer J.; Fardadi M.,THERMAL MANAGEMENT of A REVERSIBLE SOLID OXIDE SYSTEM for LONG-TERM RENEWABLE ENERGY STORAGE,2020,10.1115/IMECE2020-24153,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101213647&doi=10.1115%2fIMECE2020-24153&partnerID=40&md5=409f5bd8722f566ba04deb1da67772ee,Conference paper,"ASME International Mechanical Engineering Congress and Exposition, Proceedings (IMECE)",
"Djaoud, Kahina; Boulekbache-Makhlouf, Lila; Yahia, Massinissa; Mansouri, Hafid; Mansouri, Nassima; Madani, Khodir; Romero, Alberto",Dairy dessert processing: Effect of sugar substitution by date syrup and powder on its quality characteristics,2020,10.1111/jfpp.14414,,J,JOURNAL OF FOOD PROCESSING AND PRESERVATION,
"Xu, Wenbin; Zhang, Qingji; Chen, Yushi; Zhang, Yilin; Zhou, Changhai","Effects of dietary carbohydrate types on growth performance, innate immunity, antioxidant ability and glucose metabolism of brook troutSalvelinus fontinalis",2020,10.1111/are.14811,,J,AQUACULTURE RESEARCH,
"Garces, Marisa E.; Olivera, Nelda L.; Fernandez, Melania; Riva Rossi, Carla; Sequeiros, Cynthia",Antimicrobial activity of bacteriocin-producingCarnobacteriumspp. isolated from healthy Patagonian trout and their potential for use in aquaculture,2020,10.1111/are.14806,,J,AQUACULTURE RESEARCH,
"Yu, Zhe; Li, Liang; Li, Min; Wu, Li-Fang","Dietary supplementation of microbial floc heightens growth and improves digestive, immune, antioxidant enzymes activity and ammonia resistance inOpsariichthys kaopingensis",2020,10.1111/are.14748,,J,AQUACULTURE RESEARCH,
"He, Ruipeng; Su, Yuepeng; Wang, Anli; Lei, Bo; Cui, Kuopeng",Survival and serum biochemical responses of spotted sea bass Lateolabrax maculatus during simulated waterless live transportation,2020,10.1111/are.14685,,J,AQUACULTURE RESEARCH,
"Yu, Zhe; Li, Liang; Zhu, Rui; Li, Min; Wu, Li-Fang","Effects of bioflocs with different C/N ratios on growth, immunological parameters, antioxidants and culture water quality in Opsariichthys kaopingensis Dybowski",2020,10.1111/are.14430,,J,AQUACULTURE RESEARCH,
"Kushayadi, Andika Gumilang; Suprayudi, Muhammad Agus; Jusadi, Dedi; Fauzi, Lchsan Achmad",Evaluation of rubber seed oil as lipid source in red tilapia (Oreochromis sp.) diet,2020,10.1111/are.14352,,J,AQUACULTURE RESEARCH,
"Li, Youdong; Yu, Xiaoyan; Xu, Yong-Jiang; Li, Jinwei; Du, Liyang; Su, Qingfeng; Cao, Peirang; Liu, Yuanfa",Effects of polar compounds in fried palm oil on liver lipid metabolism in C57 mice,2020,10.1111/1750-3841.15152,,J,JOURNAL OF FOOD SCIENCE,
Kumar S.; Srivastava K.; Singh B.; Arya S.; Singh A.K.,Solar Energy Conversion System Integrated to Utility Grid Using Modified LLMS Technique,2020,10.1109/UPCON50219.2020.9376538,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103685927&doi=10.1109%2fUPCON50219.2020.9376538&partnerID=40&md5=9703a39b0e83f30485825c461545e9e5,Conference paper,"7th IEEE Uttar Pradesh Section International Conference on Electrical, Electronics and Computer Engineering, UPCON 2020",
A. Bag; B. Subudhi; P. K. Ray,An Adaptive Variable Leaky Least Mean Square Control Scheme for Grid Integration of a PV System,2020,10.1109/TSTE.2019.2929551,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8770144,IEEE Journals,IEEE Transactions on Sustainable Energy,
Yankov M.P.; Olsen M.A.; Stegmann M.B.; Christensen S.S.; Forchhammer S.,Fingerprint Entropy and Identification Capacity Estimation Based on Pixel-Level Generative Modelling,2020,10.1109/TIFS.2019.2916406,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065965368&doi=10.1109%2fTIFS.2019.2916406&partnerID=40&md5=0e9fa0f56fdd787a8201941dcd6a5e20,Article,IEEE Transactions on Information Forensics and Security,
Ren Z.; Hou B.; Wu Q.; Wen Z.; Jiao L.,A Distribution and Structure Match Generative Adversarial Network for SAR Image Classification,2020,10.1109/TGRS.2019.2959120,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085609431&doi=10.1109%2fTGRS.2019.2959120&partnerID=40&md5=4f282999efe343221c1fb73f5df84bc7,Article,IEEE Transactions on Geoscience and Remote Sensing,
"Li, Lishuang; Jiang, Yuxin",Integrating Language Model and Reading Control Gate in BLSTM-CRF for Biomedical Named Entity Recognition,2020,10.1109/TCBB.2018.2868346,,J,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,
C. Burghard; L. Berardinelli,Visualizing Multi-dimensional State Spaces Using Selective Abstraction,2020,10.1109/SEAA51224.2020.00032,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9226336,IEEE Conferences,2020 46th Euromicro Conference on Software Engineering and Advanced Applications (SEAA),
Elbadry Y.T.; Ibrahim Elshafei A.; Ammar H.H.; Boraey M.A.; Guaily A.,Prediction of Internal Flow's Characteristics around Two Cylinders in Tandem using optimal T-S fuzzy,2020,10.1109/NILES50944.2020.9257971,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097948000&doi=10.1109%2fNILES50944.2020.9257971&partnerID=40&md5=a874e3247e294168e75c58d66a00ae2c,Conference paper,"2nd Novel Intelligent and Leading Emerging Sciences Conference, NILES 2020",
"Regazzoni, Carlo S.; Marcenarg, Lucio; Campo, Damian; Rinner, Bernhard",Multisensorial Generative and Descriptive Self-Awareness Models for Autonomous Systems,2020,10.1109/JPROC.2020.2986602,,J,PROCEEDINGS OF THE IEEE,
Wei Zheng S.; Wen Zhen K.; Chen S.,Research on Function Modeling Method of CBTC Regional Control Subsystem,2020,10.1109/ISCTT51595.2020.00082,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102750319&doi=10.1109%2fISCTT51595.2020.00082&partnerID=40&md5=4ff8ee19dce6649aacdbdf7ee7469d91,Conference paper,"Proceedings - 2020 5th International Conference on Information Science, Computer Technology and Transportation, ISCTT 2020",
Han X.; Hu L.; Mei L.; Dang Y.; Agarwal S.; Zhou X.; Hu P.,A-BPS: Automatic Business Process Discovery Service using Ordered Neurons LSTM,2020,10.1109/ICWS49710.2020.00063,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099308407&doi=10.1109%2fICWS49710.2020.00063&partnerID=40&md5=fd908d99d36ec9332d14c9e318a4960d,Conference paper,"Proceedings - 2020 IEEE 13th International Conference on Web Services, ICWS 2020",
J. Guo; J. Lu; J. Ding; G. Wang,A Model Query Language for Domain-Specific Models,2020,10.1109/ICMCCE51767.2020.00266,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9421869,IEEE Conferences,"2020 5th International Conference on Mechanical, Control and Computer Engineering (ICMCCE)",
Narayanan V.; Singh B.,Solar PV Array-BES Integrated AC Microgrid with Seamless Transition to DG Set,2020,10.1109/ICCCA49541.2020.9250905,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097642543&doi=10.1109%2fICCCA49541.2020.9250905&partnerID=40&md5=9bb363f782ae1065e47cfac753d91921,Conference paper,"2020 IEEE 5th International Conference on Computing Communication and Automation, ICCCA 2020",
Feng Y.; Fu G.; Chen Q.; Chen K.,SED-MDD: Towards Sentence Dependent End-To-End Mispronunciation Detection and Diagnosis,2020,10.1109/ICASSP40776.2020.9052975,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089229913&doi=10.1109%2fICASSP40776.2020.9052975&partnerID=40&md5=12c58af21baedb5d45ef12d727f59481,Conference paper,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",
Habinshuti F.X.,Domain specific language of traffic flow factor framework,2020,10.1109/EnT50437.2020.9431298,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107646273&doi=10.1109%2fEnT50437.2020.9431298&partnerID=40&md5=85d35068f3e58ae4134b4df3523b6bbe,Conference paper,"2020 International Conference Engineering and Telecommunication, En and T 2020",
Jean-Pierre G.; Altin N.; El Shafei A.; Nasiri A.,Efficiency Optimization of Dual Active Bridge DC- DC Converter with Triple Phase-Shift Control,2020,10.1109/ECCE44975.2020.9235620,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097181140&doi=10.1109%2fECCE44975.2020.9235620&partnerID=40&md5=ea4f9df0f43759a2fa737080f523ee6a,Conference paper,ECCE 2020 - IEEE Energy Conversion Congress and Exposition,
Watkins C.B.; Varghese J.; Knight M.; Petteys B.; Ross J.,System architecture modeling for electronic systems using mathworks system composer and simulink,2020,10.1109/DASC50938.2020.9256753,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097983935&doi=10.1109%2fDASC50938.2020.9256753&partnerID=40&md5=85a5939cfe7e40694ec69193f18eb141,Conference paper,AIAA/IEEE Digital Avionics Systems Conference - Proceedings,
"Batbaatar, Erdenebileg; Park, Kwang Ho; Amarbayasgalan, Tsatsral; Davagdorj, Khishigsuren; Munkhdalai, Lkhagvadorj; Pham, Van-Huy; Ryu, Keun Ho",Class-Incremental Learning With Deep Generative Feature Replay for DNA Methylation-Based Cancer Classification,2020,10.1109/ACCESS.2020.3039624,,J,IEEE ACCESS,
"Manoni, Lorenzo; Turchetti, Claudio; Falaschetti, Laura",An Effective Manifold Learning Approach to Parametrize Data for Generative Modeling of Biosignals,2020,10.1109/ACCESS.2020.3038314,,J,IEEE ACCESS,
"Lim, Kyungtae; Park, Jungyeul",Part-of-Speech Tagging Using Multiview Learning,2020,10.1109/ACCESS.2020.3033979,,J,IEEE ACCESS,
"Liu, Dexi; Fu, Qi; Wan, Changxuan; Liu, Xiping; Jiang, Tengjiao; Liao, Guoqiong; Qiu, Xiangqing; Liu, Renqiang",Suicidal Ideation Cause Extraction From Social Texts,2020,10.1109/ACCESS.2020.3019491,,J,IEEE ACCESS,
"Rahimzadeh, Maral; Sadeghizadeh, Majid; Najafi, Farhood; Arab, Seyed Shahriar; Pourhosseini, Pouneh Sadat",Application of a novel pH-responsive gemini surfactant for delivery of curcumin molecules,2020,10.1088/2053-1591/ab770f,,J,MATERIALS RESEARCH EXPRESS,
"Manurung, Dharma; Dalimi, Rinaldy",Optimization Electricity Supply for Thousand Island Jakarta Province by Using Hybrid Photovoltaic-Wind Turbine-Diesel Generator-Crude Palm Oil (CPO) Power Plant-Battery System,2020,10.1088/1742-6596/1500/1/012035,,C,"3RD FORUM IN RESEARCH, SCIENCE, AND TECHNOLOGY (FIRST 2019) INTERNATIONAL CONFERENCE",
Zhu J.-H.; Li Z.-Q.; Su M.; Young B.,Design of Aluminum Alloy Channel Section Beams,2020,10.1061/(ASCE)ST.1943-541X.0002615,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081552071&doi=10.1061%2f%28ASCE%29ST.1943-541X.0002615&partnerID=40&md5=514190d31311c254273117f214e28d26,Article,Journal of Structural Engineering (United States),
"Raviadaran, Revathi; Ng, Mei Han; Manickam, Sivakumar; Chandran, Davannendran",Ultrasound-assisted production of palm oil-based isotonic W/O/W multiple nanoemulsion encapsulating both hydrophobic tocotrienols and hydrophilic caffeic acid with enhanced stability using oil-based Sucragel,2020,10.1016/j.ultsonch.2020.104995,,J,ULTRASONICS SONOCHEMISTRY,
Melouk M.; Rhazali Y.; Youssef H.,An Approach for Transforming CIM to PIM up to PSM in MDA,2020,10.1016/j.procs.2020.03.122,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085547641&doi=10.1016%2fj.procs.2020.03.122&partnerID=40&md5=b99e06934bee90dd417457ec6d9e1a54,Conference paper,Procedia Computer Science,
"Al-Sayed, Eman; Korinek, Michal; Esmat, Ahmed; Chen, Guan-Yu; Cheng, Yuan-Bin; Hsieh, Pei-Wen; Chen, Bing-Hung; Hwang, Tsong-Long","Anti-inflammatory, hepatoprotective and antioxidant activity of ellagitannin isolated from Melaleuca styphelioides",2020,10.1016/j.phytochem.2020.112429,,J,PHYTOCHEMISTRY,
"Klasson, Marcus; Zhang, Cheng; Kjellstrom, Hedvig",Using Variational Multi-view Learning for Classification of Grocery Items,2020,10.1016/j.patter.2020.100143,,J,PATTERNS,
Li W.; Li M.; Zhang J.; Qiao J.,Design of a self-organizing reciprocal modular neural network for nonlinear system modeling,2020,10.1016/j.neucom.2020.06.056,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087279207&doi=10.1016%2fj.neucom.2020.06.056&partnerID=40&md5=787f7ee4f056da301689297cef927073,Article,Neurocomputing,
Feng R.; Chen Z.; Shen C.; Roy K.; Chen B.; Lim J.B.P.,Flexural capacity of perforated aluminium CHS tubes¨CAn experimental study,2020,10.1016/j.istruc.2020.03.025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082433241&doi=10.1016%2fj.istruc.2020.03.025&partnerID=40&md5=10474968a9dc79bee01041ac7d2351bd,Article,Structures,
"Wang, Zichao; Wang, Zhe; Huang, Wenhui; Suo, Jiming; Chen, Xiaotian; Ding, Kaiciiang; Sun, Qi; Zhang, Huiru",Antioxidant and anti-inflammatory activities of an anti-diabetic polysaccharide extracted from Gynostemma pentaphyllum herb,2020,10.1016/j.ijbiomac.2019.12.213,,J,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,
"Ye, Ximei; An, Qi; Chen, Si; Liu, Xin; Wang, Ning; Li, Xiang; Zhao, Meng; Han, Yi; Zhao, Zitong; Ouyang, Kehui; Wang, Wenjun","The structural characteristics, antioxidant and hepatoprotection activities of polysaccharides from Chimonanthus nitens Oilv. leaves",2020,10.1016/j.ijbiomac.2019.11.200,,J,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,
"Qu, Hang; Gao, Xin; Wang, Zhen-Yu; Yi, Juan-Juan",Comparative study on hepatoprotection of pine nut (Pinus koraiensis Sieb. et Zucc.) polysaccharide against different types of chemical-induced liver injury models in vivo,2020,10.1016/j.ijbiomac.2019.11.069,,J,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,
Ranasinghe G.D.; Yearling D.; Girolami M.; Parlikad A.K.,Using expert knowledge to generate data for broadband line prognostics under limited failure data availability,2020,10.1016/j.ifacol.2020.11.043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105573351&doi=10.1016%2fj.ifacol.2020.11.043&partnerID=40&md5=b04091bb097c39cb51def6548e0be074,Conference paper,IFAC-PapersOnLine,
Jak?i? Z.; Cadenelli N.; Prats D.B.; Polo J.; Berral Garcia J.L.; Perez D.C.,A highly parameterizable framework for Conditional Restricted Boltzmann Machine based workloads accelerated with FPGAs and OpenCL,2020,10.1016/j.future.2019.10.025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074637109&doi=10.1016%2fj.future.2019.10.025&partnerID=40&md5=7195a05972315abd9cc9a644269e02d6,Article,Future Generation Computer Systems,
Guo M.; van Dam K.H.; Touhami N.O.; Nguyen R.; Delval F.; Jamieson C.; Shah N.,Multi-level system modelling of the resource-food-bioenergy nexus in the global south,2020,10.1016/j.energy.2020.117196,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080059527&doi=10.1016%2fj.energy.2020.117196&partnerID=40&md5=a76942737774d8efcf3f128d0d74e53c,Article,Energy,
"Ismail, Ahmed G.; El-Dabah, Mahmoud A.; Nassar, Ibrahim A.",Enhancement of Electrical Distribution Networks Performance Using the Load Management Methodology,2020,10.1016/j.egyr.2020.07.018,,J,ENERGY REPORTS,
R V S.D.; Kalyan R.; K. R B.; Kurup D.G.,Optimization of digital predistortion models for RF power amplifiers using a modified differential evolution algorithm,2020,10.1016/j.aeue.2020.153323,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087658871&doi=10.1016%2fj.aeue.2020.153323&partnerID=40&md5=5da67f9ada980bb1731845458040bfd0,Article,AEU - International Journal of Electronics and Communications,
Joyce M. S. Fran?¡ìaAdemir Almeida da Costa JuniorMichel S. Soares,Architecture-Driven Development of an Electronic Health Record Considering the SOAQM Quality Model,2020,10.1007/s42979-020-00150-x,https://link.springer.com/article/10.1007/s42979-020-00150-x,Article,SN Computer Science,
Priya N.A.; Mabel M.C.,Novel Heuristic ToD-Block Rate Tariff for DSM Initiation in Domestic Sector: A Study Analysis,2020,10.1007/s42835-020-00427-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084078300&doi=10.1007%2fs42835-020-00427-4&partnerID=40&md5=ced081de2f79cbbb6ab8e6f980125b44,Article,Journal of Electrical Engineering and Technology,
Irani N.; Ghasemi M.,Effects of the inclusion of industrial and agricultural wastes on the compaction and compression properties of untreated and lime-treated clayey sand,2020,10.1007/s42452-020-03369-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100781864&doi=10.1007%2fs42452-020-03369-8&partnerID=40&md5=33b879c7224c50e6bd7e1e06f3fbbf6a,Article,SN Applied Sciences,
Hung ChauIgor LabutovKhushboo ThakerDaqing HePeter Brusilovsky,Automatic Concept Extraction for Domain and Student Modeling in Adaptive Textbooks,2020,10.1007/s40593-020-00207-1,https://link.springer.com/article/10.1007/s40593-020-00207-1,Article,International Journal of Artificial Intelligence in Education,
"Fernandes F., Neto; Bueno R.L.S.; Cavalcanti P.D.; Admasu A.S.",Generating Stochastic Processes Through Convolutional Neural Networks,2020,10.1007/s40313-020-00567-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078922229&doi=10.1007%2fs40313-020-00567-y&partnerID=40&md5=2a86306a9fbf966636321004177bfc70,Article,"Journal of Control, Automation and Electrical Systems",
T. C. Srinivasa RaoS. S. Tulasi RamJ. B. V. Subrahmanyam,Neural network with adaptive evolutionary learning and cascaded support vector machine for fault localization and diagnosis in power distribution system,2020,10.1007/s12065-020-00359-y,https://link.springer.com/article/10.1007/s12065-020-00359-y,Article,Evolutionary Intelligence,
Paulo H. M. FerreiraAlu?-zio F. R. Ara?ojo,Growing Self-Organizing Maps for Nonlinear Time-Varying Function Approximation,2020,10.1007/s11063-019-10168-9,https://link.springer.com/article/10.1007/s11063-019-10168-9,Article,Neural Processing Letters,
An?-bal IungJo?¡êo CarbonellLuciano MarchezanElder RodriguesMaicon BernardinoFabio Paulo BassoBruno Medeiros,Systematic mapping study on domain-specific language development tools,2020,10.1007/s10664-020-09872-1,https://link.springer.com/article/10.1007/s10664-020-09872-1,Article,Empirical Software Engineering,
"Tan, Jiaqi; Li, Pengcheng; Xue, Hongkun; Li, Qian",Cyanidin-3-glucoside prevents hydrogen peroxide (H2O2)-induced oxidative damage in HepG2 cells,2020,10.1007/s10529-020-02982-2,,J,BIOTECHNOLOGY LETTERS,
Zhou H.; Zhao H.; Zhang Y.,Nonlinear system modeling using self-organizing fuzzy neural networks for industrial applications,2020,10.1007/s10489-020-01645-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078991825&doi=10.1007%2fs10489-020-01645-z&partnerID=40&md5=4f5c82a97a4dbd0696bf6eb1d8027169,Article,Applied Intelligence,
Aneesh G. NathSandeep S. UdmaleSanjay Kumar Singh,Role of artificial intelligence in rotor fault diagnosis: a comprehensive review,2020,10.1007/s10462-020-09910-w,https://link.springer.com/article/10.1007/s10462-020-09910-w,Article,Artificial Intelligence Review,
Haneet KourJatinder ManhasVinod Sharma,Usage and implementation of neuro-fuzzy systems for classification and prediction in the diagnosis of different types of medical disorders: a decade review,2020,10.1007/s10462-020-09804-x,https://link.springer.com/article/10.1007/s10462-020-09804-x,Article,Artificial Intelligence Review,
Stefan KlikovitsDidier Buchs,Pragmatic reuse for DSML development,2020,10.1007/s10270-020-00831-4,https://link.springer.com/article/10.1007/s10270-020-00831-4,Article,Software and Systems Modeling,
Stefan G??tzMatthias TichyRaffaela Groner,Claimed advantages and disadvantages of (dedicated) model transformation languages: a systematic literature review,2020,10.1007/s10270-020-00815-4,https://link.springer.com/article/10.1007/s10270-020-00815-4,Article,Software and Systems Modeling,
Gunter MussbacherBenoit CombemaleJ??rg KienzleSilvia Abrah?¡êoHyacinth AliNelly BencomoM??rton B?orLoli Burgue?¡ÀoGregor EngelsPierre JeanjeanJean-Marc J??z??quelThomas K??hnS??bastien MosserHouari SahraouiEugene SyrianiD??niel Varr?3Martin Weyssow,Opportunities in intelligent modeling assistance,2020,10.1007/s10270-020-00814-5,https://link.springer.com/article/10.1007/s10270-020-00814-5,Article,Software and Systems Modeling,
Karim JahedMojtaba BagherzadehJuergen Dingel,On the benefits of file-level modularity for EMF models,2020,10.1007/s10270-020-00804-7,https://link.springer.com/article/10.1007/s10270-020-00804-7,Article,Software and Systems Modeling,
Hugo BruneliereFlorent Marchand de KerchoveGwendal DanielSina MadaniDimitris KolovosJordi Cabot,Scalable model views over heterogeneous modeling technologies and resources,2020,10.1007/s10270-020-00794-6,https://link.springer.com/article/10.1007/s10270-020-00794-6,Article,Software and Systems Modeling,
David Santiago Velasco Moncada,Hazard-driven realization views for Component Fault Trees,2020,10.1007/s10270-020-00792-8,https://link.springer.com/article/10.1007/s10270-020-00792-8,Article,Software and Systems Modeling,
Jeff GrayBernhard Rumpe,Compositional model analysis,2020,10.1007/s10270-020-00784-8,https://link.springer.com/article/10.1007/s10270-020-00784-8,Article,Software and Systems Modeling,
Nicolas HiliMojtaba BagherzadehKarim JahedJuergen Dingel,A model-based architecture for interactive run-time monitoring,2020,10.1007/s10270-020-00780-y,https://link.springer.com/article/10.1007/s10270-020-00780-y,Article,Software and Systems Modeling,
G¨®mez A.; Mendialdua X.; Barmpis K.; Bergmann G.; Cabot J.; de Carlos X.; Debreceni C.; Garmendia A.; Kolovos D.S.; de Lara J.,Scalable modeling technologies in the wild: an experience report on wind turbines control applications development,2020,10.1007/s10270-020-00776-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078349386&doi=10.1007%2fs10270-020-00776-8&partnerID=40&md5=d4a99d4a2427106f01a8571d6e71d7ca,Article,Software and Systems Modeling,
Antonio BucchiaroneJordi CabotRichard F. PaigeAlfonso Pierantonio,Grand challenges in model-driven engineering: an analysis of the state of the research,2020,10.1007/s10270-019-00773-6,https://link.springer.com/article/10.1007/s10270-019-00773-6,Article,Software and Systems Modeling,
Reiner H?¡èhnleWil van??der Aalst,Automated model analysis tools and techniques presented at FASE 2019,2020,10.1007/s10009-020-00589-6,https://link.springer.com/article/10.1007/s10009-020-00589-6,Article,International Journal on Software Tools for Technology Transfer,
Lars FritscheJens KosiolAndy Sch??rrGabriele Taentzer,Avoiding unnecessary information loss: correct and efficient model synchronization based on triple graph grammars,2020,10.1007/s10009-020-00588-7,https://link.springer.com/article/10.1007/s10009-020-00588-7,Article,International Journal on Software Tools for Technology Transfer,
Artur Boronat,Incremental execution of rule-based model transformation,2020,10.1007/s10009-020-00583-y,https://link.springer.com/article/10.1007/s10009-020-00583-y,Article,International Journal on Software Tools for Technology Transfer,
Kaushik MadalaShraddha PipariaEduardo BlancoHyunsook DoRenee Bryce,Model elements identification using neural networks: a comprehensive study,2020,10.1007/s00766-020-00332-2,https://link.springer.com/article/10.1007/s00766-020-00332-2,Article,Requirements Engineering,
